Params,Inputs,Precision,Bias,Input Size,Output Size,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Achieved Active Warps Per SM,Achieved Occupancy,Active Warps Per Scheduler,Avg. Active Threads Per Warp,Avg. Divergent Branches,Avg. Executed Instructions Per Scheduler,Avg. Issued Instructions Per Scheduler,Avg. Not Predicated Off Threads Per Warp,Block Limit Registers,Block Limit SM,Block Limit Shared Mem,Block Limit Warps,Block Size,Branch Efficiency,Branch Instructions,Branch Instructions Ratio,Compute (SM) Throughput,DRAM Frequency,DRAM Throughput,Driver Shared Memory Per Block,Duration,Dynamic Shared Memory Per Block,Elapsed Cycles,Eligible Warps Per Scheduler,Executed Instructions,Executed Ipc Active,Executed Ipc Elapsed,Function Cache Configuration,Grid Size,Issue Slots Busy,Issued Instructions,Issued Ipc Active,Issued Warp Per Scheduler,L1/TEX Cache Throughput,L1/TEX Hit Rate,L2 Cache Throughput,L2 Compression Ratio,L2 Compression Success Rate,L2 Hit Rate,Max Bandwidth,Mem Busy,Mem Pipes Busy,Memory Throughput,Memory Throughput,No Eligible,One or More Eligible,Registers Per Thread,SM Active Cycles,SM Busy,SM Frequency,Shared Memory Configuration Size,Static Shared Memory Per Block,Theoretical Active Warps per SM,Theoretical Occupancy,Threads,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Waves Per SM
96.32.0.96.96,96,32,0,96,96,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(3, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],144.75[[inst]],145.92[[inst]],30.62[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,268[[inst]]",0.04[[%]],1.27[[%]],1.56[[cycle/nsecond]],0.40[[%]],1.02[[Kbyte/block]],9.18[[usecond]],0[[byte/block]],"11,486[[cycle]]",0.18[[warp]],"62,532[[inst]]",0.72[[inst/cycle]],0.05[[inst/cycle]],CachePreferNone[[]],9[[]],18.16[[%]],"63,036[[inst]]",0.73[[inst/cycle]],0.18[[]],25.70[[%]],0[[%]],1.17[[%]],0[[]],0[[%]],69.75[[%]],0.79[[%]],1.80[[%]],0.79[[%]],8.10[[Gbyte/second]],1.80[[%]],81.87[[%]],18.13[[%]],86[[register/thread]],803.40[[cycle]],18.16[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,152[[thread]]",5.56[[cycle]],5.52[[cycle]],0.02[[]]
100.32.0.100.100,100,32,0,100,100,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],311.41[[inst]],313.48[[inst]],30.74[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,224[[inst]]",0.03[[%]],2.53[[%]],1.70[[cycle/nsecond]],0.39[[%]],1.02[[Kbyte/block]],9.50[[usecond]],0[[byte/block]],"12,932[[cycle]]",0.21[[warp]],"134,528[[inst]]",0.84[[inst/cycle]],0.10[[inst/cycle]],CachePreferNone[[]],16[[]],21.12[[%]],"135,424[[inst]]",0.84[[inst/cycle]],0.21[[]],30.07[[%]],11.77[[%]],1.38[[%]],0[[]],0[[%]],80.47[[%]],1.53[[%]],3.45[[%]],1.51[[%]],8.51[[Gbyte/second]],3.45[[%]],78.71[[%]],21.29[[%]],86[[register/thread]],"1,484.08[[cycle]]",22.00[[%]],1.36[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,048[[thread]]",4.73[[cycle]],4.70[[cycle]],0.04[[]]
104.32.0.104.104,104,32,0,104,104,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],311.41[[inst]],313.48[[inst]],30.74[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,224[[inst]]",0.03[[%]],2.55[[%]],1.64[[cycle/nsecond]],0.43[[%]],1.02[[Kbyte/block]],9.73[[usecond]],0[[byte/block]],"12,824[[cycle]]",0.21[[warp]],"134,528[[inst]]",0.84[[inst/cycle]],0.10[[inst/cycle]],CachePreferNone[[]],16[[]],21.10[[%]],"135,424[[inst]]",0.84[[inst/cycle]],0.21[[]],30.44[[%]],0[[%]],1.32[[%]],0[[]],0[[%]],91.38[[%]],1.59[[%]],3.53[[%]],1.52[[%]],8.97[[Gbyte/second]],3.53[[%]],78.67[[%]],21.33[[%]],86[[register/thread]],"1,485.91[[cycle]]",21.97[[%]],1.32[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,048[[thread]]",4.72[[cycle]],4.69[[cycle]],0.04[[]]
108.32.0.108.108,108,32,0,108,108,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],311.41[[inst]],313.48[[inst]],30.75[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,224[[inst]]",0.03[[%]],2.54[[%]],1.64[[cycle/nsecond]],0.46[[%]],1.02[[Kbyte/block]],9.82[[usecond]],0[[byte/block]],"12,884[[cycle]]",0.21[[warp]],"134,528[[inst]]",0.85[[inst/cycle]],0.10[[inst/cycle]],CachePreferNone[[]],16[[]],21.31[[%]],"135,424[[inst]]",0.85[[inst/cycle]],0.21[[]],30.90[[%]],11.11[[%]],1.51[[%]],0[[]],0[[%]],82[[%]],1.60[[%]],3.53[[%]],1.51[[%]],9.59[[Gbyte/second]],3.53[[%]],79.31[[%]],20.69[[%]],86[[register/thread]],"1,471.27[[cycle]]",22.19[[%]],1.31[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,048[[thread]]",4.87[[cycle]],4.83[[cycle]],0.04[[]]
112.32.0.112.112,112,32,0,112,112,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],311.41[[inst]],313.48[[inst]],30.75[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,224[[inst]]",0.03[[%]],2.42[[%]],1.73[[cycle/nsecond]],0.47[[%]],1.02[[Kbyte/block]],9.73[[usecond]],0[[byte/block]],"13,501[[cycle]]",0.21[[warp]],"134,528[[inst]]",0.84[[inst/cycle]],0.09[[inst/cycle]],CachePreferNone[[]],16[[]],21.27[[%]],"135,424[[inst]]",0.85[[inst/cycle]],0.21[[]],30.71[[%]],0[[%]],1.43[[%]],0[[]],0[[%]],78.00[[%]],1.51[[%]],3.36[[%]],1.45[[%]],10.39[[Gbyte/second]],3.36[[%]],78.79[[%]],21.21[[%]],86[[register/thread]],"1,474.12[[cycle]]",22.15[[%]],1.39[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,048[[thread]]",4.75[[cycle]],4.72[[cycle]],0.04[[]]
116.32.0.116.116,116,32,0,116,116,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],311.41[[inst]],313.48[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,224[[inst]]",0.03[[%]],2.43[[%]],1.57[[cycle/nsecond]],0.50[[%]],1.02[[Kbyte/block]],10.69[[usecond]],0[[byte/block]],"13,436[[cycle]]",0.20[[warp]],"134,528[[inst]]",0.82[[inst/cycle]],0.09[[inst/cycle]],CachePreferNone[[]],16[[]],20.71[[%]],"135,424[[inst]]",0.83[[inst/cycle]],0.20[[]],30.12[[%]],10.62[[%]],1.65[[%]],0[[]],0[[%]],91.59[[%]],1.55[[%]],3.40[[%]],1.45[[%]],10.16[[Gbyte/second]],3.40[[%]],80.06[[%]],19.94[[%]],86[[register/thread]],"1,513.92[[cycle]]",21.57[[%]],1.26[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,048[[thread]]",5.05[[cycle]],5.02[[cycle]],0.04[[]]
120.32.0.120.120,120,32,0,120,120,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],311.41[[inst]],313.48[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,224[[inst]]",0.03[[%]],2.50[[%]],1.67[[cycle/nsecond]],0.55[[%]],1.02[[Kbyte/block]],9.82[[usecond]],0[[byte/block]],"13,069[[cycle]]",0.20[[warp]],"134,528[[inst]]",0.82[[inst/cycle]],0.10[[inst/cycle]],CachePreferNone[[]],16[[]],20.73[[%]],"135,424[[inst]]",0.83[[inst/cycle]],0.20[[]],30.03[[%]],0[[%]],1.70[[%]],0[[]],0[[%]],82.42[[%]],1.58[[%]],3.48[[%]],1.49[[%]],11.80[[Gbyte/second]],3.48[[%]],79.58[[%]],20.42[[%]],86[[register/thread]],"1,512.36[[cycle]]",21.59[[%]],1.33[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,048[[thread]]",4.93[[cycle]],4.90[[cycle]],0.04[[]]
124.32.0.124.124,124,32,0,124,124,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],311.41[[inst]],313.48[[inst]],30.77[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,224[[inst]]",0.03[[%]],2.44[[%]],1.69[[cycle/nsecond]],0.58[[%]],1.02[[Kbyte/block]],9.92[[usecond]],0[[byte/block]],"13,383[[cycle]]",0.20[[warp]],"134,528[[inst]]",0.80[[inst/cycle]],0.09[[inst/cycle]],CachePreferNone[[]],16[[]],20.24[[%]],"135,424[[inst]]",0.81[[inst/cycle]],0.20[[]],29.51[[%]],10.07[[%]],1.73[[%]],0[[]],0[[%]],81.55[[%]],1.56[[%]],3.42[[%]],1.46[[%]],12.49[[Gbyte/second]],3.42[[%]],79.66[[%]],20.34[[%]],86[[register/thread]],"1,548.96[[cycle]]",21.08[[%]],1.35[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,048[[thread]]",4.95[[cycle]],4.92[[cycle]],0.04[[]]
128.32.0.128.128,128,32,0,128,128,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],309.93[[inst]],312[[inst]],30.86[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,096[[inst]]",0.03[[%]],2.37[[%]],1.56[[cycle/nsecond]],0.60[[%]],1.02[[Kbyte/block]],11.01[[usecond]],0[[byte/block]],"13,787[[cycle]]",0.19[[warp]],"133,888[[inst]]",0.76[[inst/cycle]],0.09[[inst/cycle]],CachePreferNone[[]],16[[]],19.23[[%]],"134,784[[inst]]",0.77[[inst/cycle]],0.19[[]],27.31[[%]],0[[%]],1.65[[%]],0[[]],0[[%]],71.44[[%]],1.42[[%]],3.22[[%]],1.41[[%]],11.98[[Gbyte/second]],3.22[[%]],80.69[[%]],19.31[[%]],86[[register/thread]],"1,622.47[[cycle]]",20.12[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,048[[thread]]",5.21[[cycle]],5.18[[cycle]],0.04[[]]
136.32.0.136.136,136,32,0,136,136,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(5, 5, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],568.75[[inst]],571.99[[inst]],30.90[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"6,700[[inst]]",0.03[[%]],4.38[[%]],1.56[[cycle/nsecond]],0.65[[%]],1.02[[Kbyte/block]],11.49[[usecond]],0[[byte/block]],"14,382[[cycle]]",0.22[[warp]],"245,700[[inst]]",0.89[[inst/cycle]],0.16[[inst/cycle]],CachePreferNone[[]],25[[]],22.49[[%]],"247,100[[inst]]",0.90[[inst/cycle]],0.22[[]],32.51[[%]],0[[%]],2.10[[%]],0[[]],0[[%]],83.33[[%]],2.64[[%]],5.76[[%]],2.48[[%]],12.96[[Gbyte/second]],5.76[[%]],78.27[[%]],21.73[[%]],86[[register/thread]],"2,543.81[[cycle]]",24.71[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,200[[thread]]",4.63[[cycle]],4.60[[cycle]],0.06[[]]
144.32.0.144.144,144,32,0,144,144,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(5, 5, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],568.75[[inst]],571.99[[inst]],30.90[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"6,700[[inst]]",0.03[[%]],4.36[[%]],1.70[[cycle/nsecond]],0.72[[%]],1.02[[Kbyte/block]],10.62[[usecond]],0[[byte/block]],"14,434[[cycle]]",0.22[[warp]],"245,700[[inst]]",0.89[[inst/cycle]],0.16[[inst/cycle]],CachePreferNone[[]],25[[]],22.34[[%]],"247,100[[inst]]",0.89[[inst/cycle]],0.22[[]],32.32[[%]],0[[%]],1.91[[%]],0[[]],0[[%]],81.06[[%]],2.63[[%]],5.74[[%]],2.47[[%]],15.70[[Gbyte/second]],5.74[[%]],78.08[[%]],21.92[[%]],86[[register/thread]],"2,560.67[[cycle]]",24.55[[%]],1.36[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,200[[thread]]",4.59[[cycle]],4.56[[cycle]],0.06[[]]
152.32.0.152.152,152,32,0,152,152,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(5, 5, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],568.75[[inst]],571.99[[inst]],30.91[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"6,700[[inst]]",0.03[[%]],4.31[[%]],1.69[[cycle/nsecond]],0.80[[%]],1.02[[Kbyte/block]],10.82[[usecond]],0[[byte/block]],"14,622[[cycle]]",0.21[[warp]],"245,700[[inst]]",0.88[[inst/cycle]],0.16[[inst/cycle]],CachePreferNone[[]],25[[]],22.08[[%]],"247,100[[inst]]",0.88[[inst/cycle]],0.21[[]],32.04[[%]],0[[%]],2.14[[%]],0[[]],0[[%]],83.59[[%]],2.62[[%]],5.69[[%]],2.44[[%]],17.17[[Gbyte/second]],5.69[[%]],79.00[[%]],21.00[[%]],86[[register/thread]],"2,590.78[[cycle]]",24.27[[%]],1.35[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,200[[thread]]",4.79[[cycle]],4.76[[cycle]],0.06[[]]
160.32.0.160.160,160,32,0,160,160,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(5, 5, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],566.44[[inst]],569.68[[inst]],30.99[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"6,500[[inst]]",0.03[[%]],4.12[[%]],1.70[[cycle/nsecond]],0.84[[%]],1.02[[Kbyte/block]],11.23[[usecond]],0[[byte/block]],"15,268[[cycle]]",0.20[[warp]],"244,700[[inst]]",0.84[[inst/cycle]],0.15[[inst/cycle]],CachePreferNone[[]],25[[]],21.12[[%]],"246,100[[inst]]",0.84[[inst/cycle]],0.20[[]],30.09[[%]],0[[%]],2.41[[%]],0[[]],0[[%]],75.42[[%]],2.38[[%]],5.32[[%]],2.33[[%]],18.31[[Gbyte/second]],5.32[[%]],79.55[[%]],20.45[[%]],86[[register/thread]],"2,697.02[[cycle]]",23.31[[%]],1.36[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,200[[thread]]",4.92[[cycle]],4.89[[cycle]],0.06[[]]
168.32.0.168.168,168,32,0,168,168,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],937.33[[inst]],942[[inst]],31.04[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"9,792[[inst]]",0.02[[%]],6.96[[%]],1.55[[cycle/nsecond]],0.92[[%]],1.02[[Kbyte/block]],12.45[[usecond]],0[[byte/block]],"15,483[[cycle]]",0.23[[warp]],"404,928[[inst]]",0.92[[inst/cycle]],0.24[[inst/cycle]],CachePreferNone[[]],36[[]],23.19[[%]],"406,944[[inst]]",0.93[[inst/cycle]],0.23[[]],33.63[[%]],0[[%]],2.83[[%]],0[[]],0[[%]],84.86[[%]],4.09[[%]],8.83[[%]],3.80[[%]],18.22[[Gbyte/second]],8.83[[%]],77.33[[%]],22.67[[%]],86[[register/thread]],"4,062.56[[cycle]]",26.49[[%]],1.24[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"4,608[[thread]]",4.43[[cycle]],4.41[[cycle]],0.08[[]]
176.32.0.176.176,176,32,0,176,176,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],937.33[[inst]],942[[inst]],31.04[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"9,792[[inst]]",0.02[[%]],6.91[[%]],1.55[[cycle/nsecond]],1.00[[%]],1.02[[Kbyte/block]],12.58[[usecond]],0[[byte/block]],"15,611[[cycle]]",0.22[[warp]],"404,928[[inst]]",0.89[[inst/cycle]],0.24[[inst/cycle]],CachePreferNone[[]],36[[]],22.31[[%]],"406,944[[inst]]",0.89[[inst/cycle]],0.22[[]],32.35[[%]],0[[%]],3.00[[%]],0[[]],0[[%]],81.14[[%]],4.06[[%]],8.77[[%]],3.77[[%]],19.79[[Gbyte/second]],8.77[[%]],77.95[[%]],22.05[[%]],86[[register/thread]],"4,222.55[[cycle]]",25.48[[%]],1.24[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"4,608[[thread]]",4.56[[cycle]],4.53[[cycle]],0.08[[]]
184.32.0.184.184,184,32,0,184,184,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],937.33[[inst]],942[[inst]],31.05[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"9,792[[inst]]",0.02[[%]],6.84[[%]],1.66[[cycle/nsecond]],1.08[[%]],1.02[[Kbyte/block]],11.84[[usecond]],0[[byte/block]],"15,744[[cycle]]",0.22[[warp]],"404,928[[inst]]",0.91[[inst/cycle]],0.24[[inst/cycle]],CachePreferNone[[]],36[[]],22.95[[%]],"406,944[[inst]]",0.92[[inst/cycle]],0.22[[]],33.32[[%]],0[[%]],3.40[[%]],0[[]],0[[%]],85.27[[%]],4.05[[%]],8.70[[%]],3.74[[%]],22.96[[Gbyte/second]],8.70[[%]],78.27[[%]],21.73[[%]],86[[register/thread]],"4,104.16[[cycle]]",26.22[[%]],1.33[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"4,608[[thread]]",4.62[[cycle]],4.60[[cycle]],0.08[[]]
192.32.0.192.192,192,32,0,192,192,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,4.00[[warp]],6.25[[%]],1[[warp]],32[[]],0[[]],934[[inst]],938.67[[inst]],31.11[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"9,504[[inst]]",0.02[[%]],6.47[[%]],1.67[[cycle/nsecond]],1.11[[%]],1.02[[Kbyte/block]],12.42[[usecond]],0[[byte/block]],"16,662[[cycle]]",0.21[[warp]],"403,488[[inst]]",0.85[[inst/cycle]],0.22[[inst/cycle]],CachePreferNone[[]],36[[]],21.44[[%]],"405,504[[inst]]",0.86[[inst/cycle]],0.21[[]],30.62[[%]],0[[%]],3.17[[%]],0[[]],0[[%]],78.81[[%]],3.66[[%]],8.06[[%]],3.53[[%]],23.84[[Gbyte/second]],8.06[[%]],79.23[[%]],20.77[[%]],86[[register/thread]],"4,378.35[[cycle]]",24.58[[%]],1.34[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"4,608[[thread]]",4.84[[cycle]],4.81[[cycle]],0.08[[]]
200.32.0.200.200,200,32,0,200,200,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 7, 1)",0,8.0,4.00[[warp]],6.25[[%]],1[[warp]],32[[]],0[[]],"1,436.88[[inst]]","1,443.23[[inst]]",31.16[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"13,524[[inst]]",0.02[[%]],9.92[[%]],1.66[[cycle/nsecond]],1.17[[%]],1.02[[Kbyte/block]],12.86[[usecond]],0[[byte/block]],"17,153[[cycle]]",0.23[[warp]],"620,732[[inst]]",0.94[[inst/cycle]],0.34[[inst/cycle]],CachePreferNone[[]],49[[]],23.54[[%]],"623,476[[inst]]",0.94[[inst/cycle]],0.23[[]],34.15[[%]],0[[%]],3.55[[%]],0[[]],0[[%]],89.28[[%]],5.73[[%]],12.24[[%]],5.27[[%]],24.97[[Gbyte/second]],12.24[[%]],77.24[[%]],22.76[[%]],86[[register/thread]],"6,130.87[[cycle]]",27.68[[%]],1.33[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"6,272[[thread]]",4.41[[cycle]],4.39[[cycle]],0.11[[]]
208.32.0.208.208,208,32,0,208,208,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 7, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,436.88[[inst]]","1,443.23[[inst]]",31.15[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"13,524[[inst]]",0.02[[%]],9.64[[%]],1.56[[cycle/nsecond]],1.23[[%]],1.02[[Kbyte/block]],14.11[[usecond]],0[[byte/block]],"17,623[[cycle]]",0.22[[warp]],"620,732[[inst]]",0.89[[inst/cycle]],0.33[[inst/cycle]],CachePreferNone[[]],49[[]],22.26[[%]],"623,476[[inst]]",0.89[[inst/cycle]],0.22[[]],32.29[[%]],0[[%]],3.41[[%]],0[[]],0[[%]],84.85[[%]],5.56[[%]],11.90[[%]],5.13[[%]],24.61[[Gbyte/second]],11.90[[%]],77.64[[%]],22.36[[%]],86[[register/thread]],"6,484.88[[cycle]]",26.17[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"6,272[[thread]]",4.49[[cycle]],4.47[[cycle]],0.11[[]]
216.32.0.216.216,216,32,0,216,216,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 7, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,436.88[[inst]]","1,443.23[[inst]]",31.16[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"13,524[[inst]]",0.02[[%]],9.66[[%]],1.60[[cycle/nsecond]],1.33[[%]],1.02[[Kbyte/block]],13.76[[usecond]],0[[byte/block]],"17,597[[cycle]]",0.22[[warp]],"620,732[[inst]]",0.88[[inst/cycle]],0.33[[inst/cycle]],CachePreferNone[[]],49[[]],21.99[[%]],"623,476[[inst]]",0.88[[inst/cycle]],0.22[[]],31.98[[%]],0[[%]],3.96[[%]],0[[]],0[[%]],87.08[[%]],5.60[[%]],11.95[[%]],5.13[[%]],27.21[[Gbyte/second]],11.95[[%]],77.91[[%]],22.09[[%]],86[[register/thread]],"6,563.28[[cycle]]",25.85[[%]],1.28[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"6,272[[thread]]",4.55[[cycle]],4.53[[cycle]],0.11[[]]
224.32.0.224.224,224,32,0,224,224,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 7, 1)",0,8.0,4.00[[warp]],6.25[[%]],1[[warp]],32[[]],0[[]],"1,432.34[[inst]]","1,438.69[[inst]]",31.21[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"13,132[[inst]]",0.02[[%]],9.19[[%]],1.69[[cycle/nsecond]],1.36[[%]],1.02[[Kbyte/block]],13.66[[usecond]],0[[byte/block]],"18,514[[cycle]]",0.21[[warp]],"618,772[[inst]]",0.84[[inst/cycle]],0.31[[inst/cycle]],CachePreferNone[[]],49[[]],21.16[[%]],"621,516[[inst]]",0.85[[inst/cycle]],0.21[[]],30.28[[%]],0[[%]],3.51[[%]],0[[]],0[[%]],84.10[[%]],5.12[[%]],11.15[[%]],4.87[[%]],29.46[[Gbyte/second]],11.15[[%]],79.29[[%]],20.71[[%]],86[[register/thread]],"6,800.51[[cycle]]",24.95[[%]],1.35[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"6,272[[thread]]",4.85[[cycle]],4.83[[cycle]],0.11[[]]
232.32.0.232.232,232,32,0,232,232,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(8, 8, 1)",0,8.0,4.00[[warp]],6.25[[%]],1[[warp]],32[[]],0[[]],"2,087.11[[inst]]","2,095.41[[inst]]",31.24[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"17,920[[inst]]",0.02[[%]],13.82[[%]],1.66[[cycle/nsecond]],1.47[[%]],1.02[[Kbyte/block]],13.76[[usecond]],0[[byte/block]],"18,280[[cycle]]",0.23[[warp]],"901,632[[inst]]",0.95[[inst/cycle]],0.46[[inst/cycle]],CachePreferNone[[]],64[[]],23.78[[%]],"905,216[[inst]]",0.95[[inst/cycle]],0.23[[]],34.52[[%]],0[[%]],5.01[[%]],0[[]],0[[%]],89.10[[%]],7.86[[%]],16.68[[%]],7.19[[%]],31.40[[Gbyte/second]],16.68[[%]],76.53[[%]],23.47[[%]],86[[register/thread]],"8,812.18[[cycle]]",28.59[[%]],1.33[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"8,192[[thread]]",4.28[[cycle]],4.26[[cycle]],0.15[[]]
