Params,Inputs,Precision,Bias,Input Size,Output Size,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Achieved Active Warps Per SM,Achieved Occupancy,Active Warps Per Scheduler,Avg. Active Threads Per Warp,Avg. Divergent Branches,Avg. Executed Instructions Per Scheduler,Avg. Issued Instructions Per Scheduler,Avg. Not Predicated Off Threads Per Warp,Block Limit Registers,Block Limit SM,Block Limit Shared Mem,Block Limit Warps,Block Size,Branch Efficiency,Branch Instructions,Branch Instructions Ratio,Compute (SM) Throughput,DRAM Frequency,DRAM Throughput,Driver Shared Memory Per Block,Duration,Dynamic Shared Memory Per Block,Elapsed Cycles,Eligible Warps Per Scheduler,Executed Instructions,Executed Ipc Active,Executed Ipc Elapsed,Function Cache Configuration,Grid Size,Issue Slots Busy,Issued Instructions,Issued Ipc Active,Issued Warp Per Scheduler,L1/TEX Cache Throughput,L1/TEX Hit Rate,L2 Cache Throughput,L2 Compression Ratio,L2 Compression Success Rate,L2 Hit Rate,Max Bandwidth,Mem Busy,Mem Pipes Busy,Memory Throughput,Memory Throughput,No Eligible,One or More Eligible,Registers Per Thread,SM Active Cycles,SM Busy,SM Frequency,Shared Memory Configuration Size,Static Shared Memory Per Block,Theoretical Active Warps per SM,Theoretical Occupancy,Threads,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Waves Per SM
240.162.0.240.240,240,162,0,240,240,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_kernel,1,7,"(128, 1, 1)","(8, 8, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],31.98[[]],0.07[[]],411.93[[inst]],429.11[[inst]],29.90[[]],9[[block]],32[[block]],3[[block]],16[[block]],128[[]],99.40[[%]],"6,176[[inst]]",0.03[[%]],6.35[[%]],1.47[[cycle/nsecond]],2.13[[%]],1.02[[Kbyte/block]],5.76[[usecond]],49.15[[Kbyte/block]],"6,764[[cycle]]",0.16[[warp]],"177,952[[inst]]",0.62[[inst/cycle]],0.24[[inst/cycle]],CachePreferNone[[]],64[[]],16.10[[%]],"185,375[[inst]]",0.64[[inst/cycle]],0.16[[]],25.89[[%]],0.58[[%]],9.37[[%]],0[[]],0[[%]],89.36[[%]],6.94[[%]],10.21[[%]],3.47[[%]],40.13[[Gbyte/second]],10.21[[%]],83.81[[%]],16.19[[%]],52[[register/thread]],"2,665.74[[cycle]]",16.10[[%]],1.17[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"8,192[[thread]]",6.44[[cycle]],6.18[[cycle]],0.20[[]]
248.162.0.248.248,248,162,0,248,248,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_kernel,1,7,"(128, 1, 1)","(8, 8, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],31.99[[]],0.07[[]],411.93[[inst]],429.11[[inst]],29.91[[]],9[[block]],32[[block]],3[[block]],16[[block]],128[[]],99.40[[%]],"6,176[[inst]]",0.03[[%]],5.94[[%]],1.48[[cycle/nsecond]],2.12[[%]],1.02[[Kbyte/block]],6.14[[usecond]],49.15[[Kbyte/block]],"7,235[[cycle]]",0.15[[warp]],"177,952[[inst]]",0.59[[inst/cycle]],0.23[[inst/cycle]],CachePreferNone[[]],64[[]],15.33[[%]],"185,374[[inst]]",0.61[[inst/cycle]],0.15[[]],25.21[[%]],0.50[[%]],13.17[[%]],0[[]],0[[%]],92.27[[%]],9.22[[%]],13.17[[%]],3.25[[%]],40.17[[Gbyte/second]],13.17[[%]],84.61[[%]],15.39[[%]],52[[register/thread]],"2,799.28[[cycle]]",15.33[[%]],1.18[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"8,192[[thread]]",6.77[[cycle]],6.50[[cycle]],0.20[[]]
256.162.0.256.256,256,162,0,256,256,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_kernel,1,7,"(128, 1, 1)","(8, 8, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],411.85[[inst]],429.03[[inst]],29.93[[]],9[[block]],32[[block]],3[[block]],16[[block]],128[[]],100[[%]],"6,144[[inst]]",0.03[[%]],6.35[[%]],1.48[[cycle/nsecond]],2.42[[%]],1.02[[Kbyte/block]],5.73[[usecond]],49.15[[Kbyte/block]],"6,773[[cycle]]",0.16[[warp]],"177,920[[inst]]",0.64[[inst/cycle]],0.24[[inst/cycle]],CachePreferNone[[]],64[[]],16.55[[%]],"185,342[[inst]]",0.66[[inst/cycle]],0.16[[]],24.57[[%]],0.55[[%]],8.07[[%]],0[[]],0[[%]],85.78[[%]],6.97[[%]],9.42[[%]],3.47[[%]],45.90[[Gbyte/second]],9.42[[%]],83.65[[%]],16.35[[%]],52[[register/thread]],"2,591.57[[cycle]]",16.55[[%]],1.18[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"8,192[[thread]]",6.37[[cycle]],6.12[[cycle]],0.20[[]]
272.162.0.272.272,272,162,0,272,272,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_kernel,1,7,"(128, 1, 1)","(9, 9, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],31.98[[]],0.08[[]],591.08[[inst]],612.73[[inst]],30.07[[]],9[[block]],32[[block]],3[[block]],16[[block]],128[[]],99.49[[%]],"8,136[[inst]]",0.03[[%]],8.60[[%]],1.47[[cycle/nsecond]],2.59[[%]],1.02[[Kbyte/block]],6.08[[usecond]],49.15[[Kbyte/block]],"7,141[[cycle]]",0.17[[warp]],"255,348[[inst]]",0.66[[inst/cycle]],0.33[[inst/cycle]],CachePreferNone[[]],81[[]],17.21[[%]],"264,700[[inst]]",0.69[[inst/cycle]],0.17[[]],31.11[[%]],0.52[[%]],12.51[[%]],0[[]],0[[%]],89.76[[%]],8.82[[%]],15.54[[%]],5.01[[%]],48.80[[Gbyte/second]],15.54[[%]],82.69[[%]],17.31[[%]],52[[register/thread]],"3,559.38[[cycle]]",17.21[[%]],1.17[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"10,368[[thread]]",5.99[[cycle]],5.78[[cycle]],0.25[[]]
288.162.0.288.288,288,162,0,288,288,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_kernel,1,7,"(128, 1, 1)","(9, 9, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],591[[inst]],612.65[[inst]],30.09[[]],9[[block]],32[[block]],3[[block]],16[[block]],128[[]],100[[%]],"8,100[[inst]]",0.03[[%]],8.38[[%]],1.51[[cycle/nsecond]],2.84[[%]],1.02[[Kbyte/block]],6.05[[usecond]],49.15[[Kbyte/block]],"7,322[[cycle]]",0.17[[warp]],"255,312[[inst]]",0.66[[inst/cycle]],0.32[[inst/cycle]],CachePreferNone[[]],81[[]],17.22[[%]],"264,663[[inst]]",0.69[[inst/cycle]],0.17[[]],29.51[[%]],0.49[[%]],10.97[[%]],0[[]],0[[%]],88.43[[%]],9.01[[%]],14.36[[%]],4.88[[%]],55.01[[Gbyte/second]],14.36[[%]],82.55[[%]],17.45[[%]],52[[register/thread]],"3,557.40[[cycle]]",17.22[[%]],1.21[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"10,368[[thread]]",5.94[[cycle]],5.73[[cycle]],0.25[[]]
304.162.0.304.304,304,162,0,304,304,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_kernel,1,7,"(128, 1, 1)","(10, 10, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],31.98[[]],0.09[[]],729.72[[inst]],756.26[[inst]],30.07[[]],9[[block]],32[[block]],3[[block]],16[[block]],128[[]],99.55[[%]],"10,040[[inst]]",0.03[[%]],10.16[[%]],1.48[[cycle/nsecond]],3.08[[%]],1.02[[Kbyte/block]],6.37[[usecond]],49.15[[Kbyte/block]],"7,459[[cycle]]",0.17[[warp]],"315,240[[inst]]",0.65[[inst/cycle]],0.39[[inst/cycle]],CachePreferNone[[]],100[[]],16.78[[%]],"326,704[[inst]]",0.67[[inst/cycle]],0.17[[]],29.58[[%]],0.47[[%]],15.81[[%]],0[[]],0[[%]],90.67[[%]],11.01[[%]],17.90[[%]],5.92[[%]],58.19[[Gbyte/second]],17.90[[%]],83.23[[%]],16.77[[%]],52[[register/thread]],"4,506.40[[cycle]]",16.78[[%]],1.17[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"12,800[[thread]]",6.18[[cycle]],5.96[[cycle]],0.31[[]]
320.162.0.320.320,320,162,0,320,320,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_kernel,1,7,"(128, 1, 1)","(10, 10, 1)",0,8.0,4.00[[warp]],6.25[[%]],1[[warp]],32[[]],0[[]],729.63[[inst]],756.17[[inst]],30.09[[]],9[[block]],32[[block]],3[[block]],16[[block]],128[[]],100[[%]],"10,000[[inst]]",0.03[[%]],9.96[[%]],1.48[[cycle/nsecond]],3.35[[%]],1.02[[Kbyte/block]],6.46[[usecond]],49.15[[Kbyte/block]],"7,605[[cycle]]",0.16[[warp]],"315,200[[inst]]",0.64[[inst/cycle]],0.38[[inst/cycle]],CachePreferNone[[]],100[[]],16.51[[%]],"326,665[[inst]]",0.66[[inst/cycle]],0.16[[]],27.58[[%]],0.44[[%]],12.80[[%]],0[[]],0[[%]],87.80[[%]],11.86[[%]],16.64[[%]],5.81[[%]],63.50[[Gbyte/second]],16.64[[%]],83.54[[%]],16.46[[%]],52[[register/thread]],"4,579.54[[cycle]]",16.51[[%]],1.17[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"12,800[[thread]]",6.30[[cycle]],6.07[[cycle]],0.31[[]]
336.162.0.336.336,336,162,0,336,336,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_kernel,1,7,"(128, 1, 1)","(11, 11, 1)",0,8.0,4.59[[warp]],7.17[[%]],1.15[[warp]],31.99[[]],0.10[[]],952.42[[inst]],983.07[[inst]],30.14[[]],9[[block]],32[[block]],3[[block]],16[[block]],128[[]],99.60[[%]],"12,628[[inst]]",0.03[[%]],10.31[[%]],1.54[[cycle/nsecond]],2.94[[%]],1.02[[Kbyte/block]],7.81[[usecond]],49.15[[Kbyte/block]],"9,554[[cycle]]",0.19[[warp]],"411,444[[inst]]",0.71[[inst/cycle]],0.40[[inst/cycle]],CachePreferNone[[]],121[[]],18.29[[%]],"424,688[[inst]]",0.73[[inst/cycle]],0.18[[]],33.18[[%]],0.42[[%]],15.99[[%]],0[[]],0[[%]],91.02[[%]],11.67[[%]],18.69[[%]],6.20[[%]],57.97[[Gbyte/second]],18.69[[%]],81.59[[%]],18.41[[%]],52[[register/thread]],"5,374.15[[cycle]]",18.29[[%]],1.22[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"15,488[[thread]]",6.44[[cycle]],6.24[[cycle]],0.37[[]]
352.162.0.352.352,352,162,0,352,352,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_kernel,1,7,"(128, 1, 1)","(11, 11, 1)",0,8.0,4.59[[warp]],7.17[[%]],1.15[[warp]],32[[]],0[[]],952.31[[inst]],982.89[[inst]],30.16[[]],9[[block]],32[[block]],3[[block]],16[[block]],128[[]],100[[%]],"12,584[[inst]]",0.03[[%]],10.48[[%]],1.50[[cycle/nsecond]],3.30[[%]],1.02[[Kbyte/block]],7.84[[usecond]],49.15[[Kbyte/block]],"9,393[[cycle]]",0.19[[warp]],"411,400[[inst]]",0.70[[inst/cycle]],0.41[[inst/cycle]],CachePreferNone[[]],121[[]],18.11[[%]],"424,610[[inst]]",0.72[[inst/cycle]],0.18[[]],31.48[[%]],0.41[[%]],14.74[[%]],0[[]],0[[%]],89.94[[%]],12.65[[%]],18.22[[%]],6.31[[%]],63.35[[Gbyte/second]],18.22[[%]],81.73[[%]],18.27[[%]],52[[register/thread]],"5,427.92[[cycle]]",18.11[[%]],1.20[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"15,488[[thread]]",6.48[[cycle]],6.28[[cycle]],0.37[[]]
368.162.0.368.368,368,162,0,368,368,void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_nn_align8>(T1::Params),1,7,"(128, 1, 1)","(48, 1, 1)",0,8.0,3.99[[warp]],6.23[[%]],1[[warp]],32.00[[]],0.06[[]],564.72[[inst]],574.68[[inst]],29.54[[]],4[[block]],32[[block]],3[[block]],16[[block]],128[[]],99.67[[%]],"7,848[[inst]]",0.03[[%]],5.83[[%]],1.43[[cycle/nsecond]],3.42[[%]],1.02[[Kbyte/block]],8.64[[usecond]],49.15[[Kbyte/block]],"9,881[[cycle]]",0.23[[warp]],"243,960[[inst]]",0.88[[inst/cycle]],0.23[[inst/cycle]],CachePreferNone[[]],48[[]],22.37[[%]],"248,262[[inst]]",0.89[[inst/cycle]],0.23[[]],29.53[[%]],0.37[[%]],9.77[[%]],0[[]],0[[%]],85.47[[%]],8.52[[%]],9.77[[%]],3.04[[%]],62.79[[Gbyte/second]],9.77[[%]],77.36[[%]],22.64[[%]],108[[register/thread]],"2,568.93[[cycle]]",22.37[[%]],1.14[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"6,144[[thread]]",4.49[[cycle]],4.42[[cycle]],0.15[[]]
384.162.0.384.384,384,162,0,384,384,ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x5_nn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],492[[inst]],496.67[[inst]],30.14[[]],3[[block]],32[[block]],2[[block]],16[[block]],128[[]],100[[%]],"6,192[[inst]]",0.03[[%]],5.06[[%]],1.52[[cycle/nsecond]],3.64[[%]],1.02[[Kbyte/block]],8.35[[usecond]],32.77[[Kbyte/block]],"10,127[[cycle]]",0.19[[warp]],"212,544[[inst]]",0.73[[inst/cycle]],0.19[[inst/cycle]],CachePreferNone[[]],36[[]],18.37[[%]],"214,560[[inst]]",0.73[[inst/cycle]],0.19[[]],31.60[[%]],0.83[[%]],8.55[[%]],0[[]],0[[%]],75.78[[%]],7.44[[%]],8.44[[%]],3.62[[%]],70.73[[Gbyte/second]],8.44[[%]],81.06[[%]],18.94[[%]],146[[register/thread]],"2,704.13[[cycle]]",18.93[[%]],1.21[[cycle/nsecond]],167.94[[Kbyte]],49.15[[Kbyte/block]],8[[warp]],12.50[[%]],"4,608[[thread]]",5.33[[cycle]],5.28[[cycle]],0.17[[]]
416.162.0.416.416,416,162,0,416,416,ampere_fp16_s16816gemm_fp16_64x64_ldg8_relu_f2f_stages_64x5_nn,1,7,"(128, 1, 1)","(7, 7, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],637.45[[inst]],643.81[[inst]],29.93[[]],4[[block]],32[[block]],2[[block]],16[[block]],128[[]],100[[%]],"8,428[[inst]]",0.03[[%]],7.96[[%]],1.52[[cycle/nsecond]],4.23[[%]],1.02[[Kbyte/block]],8.42[[usecond]],32.77[[Kbyte/block]],"10,235[[cycle]]",0.18[[warp]],"275,380[[inst]]",0.69[[inst/cycle]],0.25[[inst/cycle]],CachePreferNone[[]],49[[]],17.39[[%]],"278,124[[inst]]",0.70[[inst/cycle]],0.18[[]],37.16[[%]],1.87[[%]],10.25[[%]],0[[]],0[[%]],83.63[[%]],10.06[[%]],13.46[[%]],4.97[[%]],82.40[[Gbyte/second]],13.46[[%]],82.47[[%]],17.53[[%]],98[[register/thread]],"3,702.50[[cycle]]",21.96[[%]],1.21[[cycle/nsecond]],167.94[[Kbyte]],49.15[[Kbyte/block]],8[[warp]],12.50[[%]],"6,272[[thread]]",5.76[[cycle]],5.70[[cycle]],0.23[[]]
448.162.0.448.448,448,162,0,448,448,void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_nn_align8>(T1::Params),1,7,"(128, 1, 1)","(56, 1, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],833.78[[inst]],847.13[[inst]],29.55[[]],4[[block]],32[[block]],3[[block]],16[[block]],128[[]],100[[%]],"11,004[[inst]]",0.03[[%]],8.21[[%]],1.51[[cycle/nsecond]],4.83[[%]],1.02[[Kbyte/block]],8.61[[usecond]],49.15[[Kbyte/block]],"10,344[[cycle]]",0.24[[warp]],"360,192[[inst]]",0.93[[inst/cycle]],0.32[[inst/cycle]],CachePreferNone[[]],56[[]],23.55[[%]],"365,960[[inst]]",0.94[[inst/cycle]],0.24[[]],30.89[[%]],0.31[[%]],11.51[[%]],0[[]],0[[%]],82.33[[%]],11.51[[%]],11.02[[%]],4.47[[%]],93.38[[Gbyte/second]],11.51[[%]],76.37[[%]],23.63[[%]],108[[register/thread]],"3,596.98[[cycle]]",23.55[[%]],1.20[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"7,168[[thread]]",4.30[[cycle]],4.23[[cycle]],0.17[[]]
480.162.0.480.480,480,162,0,480,480,void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_nn_align8>(T1::Params),1,7,"(128, 1, 1)","(64, 1, 1)",0,8.0,3.99[[warp]],6.23[[%]],1[[warp]],32.00[[]],0.07[[]],"1,131.33[[inst]]","1,148.32[[inst]]",29.49[[]],4[[block]],32[[block]],3[[block]],16[[block]],128[[]],99.77[[%]],"14,624[[inst]]",0.03[[%]],10.76[[%]],1.48[[cycle/nsecond]],5.36[[%]],1.02[[Kbyte/block]],9.09[[usecond]],49.15[[Kbyte/block]],"10,696[[cycle]]",0.24[[warp]],"488,736[[inst]]",0.93[[inst/cycle]],0.42[[inst/cycle]],CachePreferNone[[]],64[[]],23.69[[%]],"496,074[[inst]]",0.95[[inst/cycle]],0.24[[]],32.10[[%]],0.29[[%]],16.03[[%]],0[[]],0[[%]],86.30[[%]],14.62[[%]],16.03[[%]],6.00[[%]],101.52[[Gbyte/second]],16.03[[%]],76.35[[%]],23.65[[%]],108[[register/thread]],"4,848.04[[cycle]]",23.69[[%]],1.17[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"8,192[[thread]]",4.29[[cycle]],4.23[[cycle]],0.20[[]]
512.162.0.512.512,512,162,0,512,512,void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_nn_align8>(T1::Params),1,7,"(128, 1, 1)","(64, 1, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,174.52[[inst]]","1,191.58[[inst]]",29.54[[]],4[[block]],32[[block]],3[[block]],16[[block]],128[[]],100[[%]],"14,848[[inst]]",0.03[[%]],11.14[[%]],1.47[[cycle/nsecond]],5.99[[%]],1.02[[Kbyte/block]],9.34[[usecond]],49.15[[Kbyte/block]],"10,918[[cycle]]",0.24[[warp]],"507,392[[inst]]",0.94[[inst/cycle]],0.43[[inst/cycle]],CachePreferNone[[]],64[[]],23.87[[%]],"514,763[[inst]]",0.95[[inst/cycle]],0.24[[]],32.28[[%]],0.27[[%]],16.20[[%]],0[[]],0[[%]],84.11[[%]],16.20[[%]],15.08[[%]],6.22[[%]],112.33[[Gbyte/second]],16.20[[%]],76.27[[%]],23.73[[%]],108[[register/thread]],"4,991.32[[cycle]]",24.31[[%]],1.17[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],"8,192[[thread]]",4.27[[cycle]],4.21[[cycle]],0.20[[]]
576.162.0.576.576,576,162,0,576,576,ampere_fp16_s16816gemm_fp16_64x64_ldg8_relu_f2f_stages_64x5_nn,1,7,"(128, 1, 1)","(9, 9, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,180.50[[inst]]","1,191[[inst]]",30.11[[]],4[[block]],32[[block]],2[[block]],16[[block]],128[[]],100[[%]],"14,904[[inst]]",0.03[[%]],14.73[[%]],1.50[[cycle/nsecond]],6.99[[%]],1.02[[Kbyte/block]],9.89[[usecond]],32.77[[Kbyte/block]],"11,756[[cycle]]",0.18[[warp]],"509,976[[inst]]",0.70[[inst/cycle]],0.40[[inst/cycle]],CachePreferNone[[]],81[[]],17.67[[%]],"514,512[[inst]]",0.71[[inst/cycle]],0.18[[]],37.47[[%]],2.87[[%]],21.36[[%]],0[[]],0[[%]],82.10[[%]],21.36[[%]],21.53[[%]],8.44[[%]],134.36[[Gbyte/second]],21.53[[%]],82.50[[%]],17.50[[%]],98[[register/thread]],"6,739.18[[cycle]]",25.64[[%]],1.19[[cycle/nsecond]],167.94[[Kbyte]],49.15[[Kbyte/block]],8[[warp]],12.50[[%]],"10,368[[thread]]",5.76[[cycle]],5.71[[cycle]],0.38[[]]
640.162.0.640.640,640,162,0,640,640,ampere_fp16_s16816gemm_fp16_128x64_ldg8_relu_f2f_stages_64x4_nn,1,7,"(128, 1, 1)","(5, 10, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,087.96[[inst]]","1,094.44[[inst]]",30.60[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"9,200[[inst]]",0.02[[%]],16.89[[%]],1.53[[cycle/nsecond]],7.22[[%]],1.02[[Kbyte/block]],11.58[[usecond]],49.15[[Kbyte/block]],"14,056[[cycle]]",0.20[[warp]],"470,000[[inst]]",0.80[[inst/cycle]],0.31[[inst/cycle]],CachePreferNone[[]],50[[]],20.23[[%]],"472,800[[inst]]",0.81[[inst/cycle]],0.20[[]],47.54[[%]],0.29[[%]],18.23[[%]],0[[]],0[[%]],78.95[[%]],18.23[[%]],18.32[[%]],7.03[[%]],141.56[[Gbyte/second]],18.32[[%]],79.77[[%]],20.23[[%]],150[[register/thread]],"5,408.75[[cycle]]",43.82[[%]],1.21[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"6,400[[thread]]",4.97[[cycle]],4.94[[cycle]],0[[]]
704.162.0.704.704,704,162,0,704,704,ampere_fp16_s16816gemm_fp16_128x64_ldg8_relu_f2f_stages_64x4_nn,1,7,"(128, 1, 1)","(6, 11, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,518[[inst]]","1,526.56[[inst]]",30.55[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"12,408[[inst]]",0.02[[%]],23.31[[%]],1.55[[cycle/nsecond]],8.31[[%]],1.02[[Kbyte/block]],12.06[[usecond]],49.15[[Kbyte/block]],"14,801[[cycle]]",0.21[[warp]],"655,776[[inst]]",0.82[[inst/cycle]],0.41[[inst/cycle]],CachePreferNone[[]],66[[]],20.51[[%]],"659,472[[inst]]",0.82[[inst/cycle]],0.21[[]],48.56[[%]],0.26[[%]],23.77[[%]],0[[]],0[[%]],81.37[[%]],23.77[[%]],24.48[[%]],9.55[[%]],164.46[[Gbyte/second]],24.48[[%]],79.46[[%]],20.54[[%]],150[[register/thread]],"7,442.85[[cycle]]",46.24[[%]],1.22[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"8,448[[thread]]",4.90[[cycle]],4.87[[cycle]],0[[]]
768.162.0.768.768,768,162,0,768,768,ampere_fp16_s16816gemm_fp16_128x64_ldg8_relu_f2f_stages_64x4_nn,1,7,"(128, 1, 1)","(6, 12, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,745.33[[inst]]","1,754.67[[inst]]",30.67[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"13,824[[inst]]",0.02[[%]],25.54[[%]],1.55[[cycle/nsecond]],9.09[[%]],1.02[[Kbyte/block]],13.06[[usecond]],49.15[[Kbyte/block]],"16,075[[cycle]]",0.20[[warp]],"753,984[[inst]]",0.80[[inst/cycle]],0.44[[inst/cycle]],CachePreferNone[[]],72[[]],20.17[[%]],"758,016[[inst]]",0.81[[inst/cycle]],0.20[[]],47.60[[%]],0.25[[%]],27.52[[%]],0[[]],0[[%]],82.14[[%]],27.52[[%]],25.82[[%]],10.39[[%]],180.83[[Gbyte/second]],27.52[[%]],79.97[[%]],20.03[[%]],150[[register/thread]],"8,697.36[[cycle]]",47.09[[%]],1.23[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"9,216[[thread]]",5.02[[cycle]],4.99[[cycle]],0[[]]
832.162.0.832.832,832,162,0,832,832,ampere_fp16_s16816gemm_fp16_128x64_ldg8_relu_f2f_stages_32x6_nn,1,7,"(128, 1, 1)","(7, 13, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"2,486.49[[inst]]","2,498.29[[inst]]",30.36[[]],3[[block]],32[[block]],2[[block]],16[[block]],128[[]],100[[%]],"23,296[[inst]]",0.02[[%]],31.90[[%]],1.57[[cycle/nsecond]],9.74[[%]],1.02[[Kbyte/block]],14.18[[usecond]],24.58[[Kbyte/block]],"17,621[[cycle]]",0.21[[warp]],"1,074,164[[inst]]",0.83[[inst/cycle]],0.57[[inst/cycle]],CachePreferNone[[]],91[[]],20.88[[%]],"1,079,260[[inst]]",0.84[[inst/cycle]],0.21[[]],45.18[[%]],0.22[[%]],32.74[[%]],0[[]],0[[%]],87.06[[%]],32.74[[%]],30.75[[%]],12.90[[%]],195.45[[Gbyte/second]],32.74[[%]],79.03[[%]],20.97[[%]],138[[register/thread]],"11,967.47[[cycle]]",46.86[[%]],1.24[[cycle/nsecond]],167.94[[Kbyte]],49.15[[Kbyte/block]],8[[warp]],12.50[[%]],"11,648[[thread]]",4.79[[cycle]],4.77[[cycle]],0.42[[]]
