Params,Inputs,Precision,Bias,Input Size,Output Size,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Achieved Active Warps Per SM,Achieved Occupancy,Active Warps Per Scheduler,Avg. Active Threads Per Warp,Avg. Divergent Branches,Avg. Executed Instructions Per Scheduler,Avg. Issued Instructions Per Scheduler,Avg. Not Predicated Off Threads Per Warp,Block Limit Registers,Block Limit SM,Block Limit Shared Mem,Block Limit Warps,Block Size,Branch Efficiency,Branch Instructions,Branch Instructions Ratio,Compute (SM) Throughput,DRAM Frequency,DRAM Throughput,Driver Shared Memory Per Block,Duration,Dynamic Shared Memory Per Block,Elapsed Cycles,Eligible Warps Per Scheduler,Executed Instructions,Executed Ipc Active,Executed Ipc Elapsed,Function Cache Configuration,Grid Size,Issue Slots Busy,Issued Instructions,Issued Ipc Active,Issued Warp Per Scheduler,L1/TEX Cache Throughput,L1/TEX Hit Rate,L2 Cache Throughput,L2 Compression Ratio,L2 Compression Success Rate,L2 Hit Rate,Max Bandwidth,Mem Busy,Mem Pipes Busy,Memory Throughput,Memory Throughput,No Eligible,One or More Eligible,Registers Per Thread,SM Active Cycles,SM Busy,SM Frequency,Shared Memory Configuration Size,Static Shared Memory Per Block,Theoretical Active Warps per SM,Theoretical Occupancy,Threads,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Waves Per SM
76.32.1.416.208,76,32,1,416,208,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(7, 5, 1)",0,8.0,15.29[[warp]],23.89[[%]],3.83[[warp]],30.03[[]],0[[]],175.91[[inst]],193.94[[inst]],25.26[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],"11,340[[inst]]",0.15[[%]],3.51[[%]],1.43[[cycle/nsecond]],3.58[[%]],1.02[[Kbyte/block]],4.83[[usecond]],0[[byte/block]],"5,545[[cycle]]",0.28[[warp]],"75,992[[inst]]",0.69[[inst/cycle]],0.13[[inst/cycle]],CachePreferNone[[]],35[[]],18.97[[%]],"83,780[[inst]]",0.76[[inst/cycle]],0.18[[]],7.69[[%]],32.99[[%]],6.08[[%]],0[[]],0[[%]],47.86[[%]],3.58[[%]],3.24[[%]],1.36[[%]],65.59[[Gbyte/second]],3.58[[%]],81.90[[%]],18.10[[%]],32[[register/thread]],"1,022.41[[cycle]]",18.97[[%]],1.14[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],"17,920[[thread]]",23.33[[cycle]],21.16[[cycle]],0.08[[]]
76.32.1.416.216,76,32,1,416,216,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 3, 5)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,673.19[[inst]]","1,686.67[[inst]]",31.33[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"24,360[[inst]]",0.03[[%]],15.16[[%]],1.52[[cycle/nsecond]],2.70[[%]],1.02[[Kbyte/block]],9.22[[usecond]],0[[byte/block]],"11,162[[cycle]]",0.21[[warp]],"722,820[[inst]]",0.82[[inst/cycle]],0.60[[inst/cycle]],CachePreferNone[[]],105[[]],20.64[[%]],"728,640[[inst]]",0.83[[inst/cycle]],0.21[[]],30.04[[%]],6.45[[%]],6.92[[%]],0[[]],0[[%]],81.52[[%]],9.66[[%]],22.07[[%]],9.27[[%]],52.75[[Gbyte/second]],22.07[[%]],79.30[[%]],20.70[[%]],86[[register/thread]],"8,171.88[[cycle]]",20.64[[%]],1.21[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"13,440[[thread]]",4.87[[cycle]],4.83[[cycle]],0.24[[]]
76.32.1.416.216,76,32,1,416,216,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(7, 5, 1)",0,8.0,15.21[[warp]],23.77[[%]],3.84[[warp]],31.02[[]],0[[]],175.91[[inst]],193.97[[inst]],26.11[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],"11,340[[inst]]",0.15[[%]],3.47[[%]],1.47[[cycle/nsecond]],3.64[[%]],1.02[[Kbyte/block]],4.80[[usecond]],0[[byte/block]],"5,620[[cycle]]",0.29[[warp]],"75,992[[inst]]",0.67[[inst/cycle]],0.13[[inst/cycle]],CachePreferNone[[]],35[[]],18.48[[%]],"83,797[[inst]]",0.74[[inst/cycle]],0.18[[]],7.47[[%]],32.99[[%]],6.81[[%]],0[[]],0[[%]],53.19[[%]],3.64[[%]],3.66[[%]],1.34[[%]],68.59[[Gbyte/second]],3.66[[%]],81.65[[%]],18.35[[%]],32[[register/thread]],"1,049.64[[cycle]]",18.48[[%]],1.17[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],"17,920[[thread]]",23.07[[cycle]],20.92[[cycle]],0.08[[]]
76.32.1.416.224,76,32,1,416,224,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 3, 5)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,673.19[[inst]]","1,686.67[[inst]]",31.33[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"24,360[[inst]]",0.03[[%]],15.25[[%]],1.54[[cycle/nsecond]],2.80[[%]],1.02[[Kbyte/block]],9.06[[usecond]],0[[byte/block]],"11,097[[cycle]]",0.21[[warp]],"722,820[[inst]]",0.81[[inst/cycle]],0.61[[inst/cycle]],CachePreferNone[[]],105[[]],20.51[[%]],"728,640[[inst]]",0.82[[inst/cycle]],0.21[[]],29.87[[%]],6.43[[%]],6.62[[%]],0[[]],0[[%]],81.38[[%]],9.73[[%]],22.20[[%]],9.32[[%]],55.15[[Gbyte/second]],22.20[[%]],79.42[[%]],20.58[[%]],86[[register/thread]],"8,222.05[[cycle]]",20.51[[%]],1.22[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"13,440[[thread]]",4.90[[cycle]],4.86[[cycle]],0.24[[]]
76.32.1.416.224,76,32,1,416,224,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(7, 5, 1)",0,8.0,15.24[[warp]],23.81[[%]],3.82[[warp]],32[[]],0[[]],175.91[[inst]],193.97[[inst]],26.97[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],"11,340[[inst]]",0.15[[%]],3.58[[%]],1.40[[cycle/nsecond]],3.91[[%]],1.02[[Kbyte/block]],4.86[[usecond]],0[[byte/block]],"5,447[[cycle]]",0.26[[warp]],"75,992[[inst]]",0.69[[inst/cycle]],0.13[[inst/cycle]],CachePreferNone[[]],35[[]],18.91[[%]],"83,793[[inst]]",0.76[[inst/cycle]],0.17[[]],7.53[[%]],32.99[[%]],5.89[[%]],0[[]],0[[%]],45.77[[%]],3.91[[%]],2.57[[%]],1.39[[%]],70.18[[Gbyte/second]],3.91[[%]],83.32[[%]],16.68[[%]],32[[register/thread]],"1,025.59[[cycle]]",18.91[[%]],1.11[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],"17,920[[thread]]",25.26[[cycle]],22.91[[cycle]],0.08[[]]
76.32.1.416.232,76,32,1,416,232,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(8, 3, 4)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,845.33[[inst]]","1,857.70[[inst]]",31.45[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"22,656[[inst]]",0.03[[%]],15.75[[%]],1.56[[cycle/nsecond]],2.58[[%]],1.02[[Kbyte/block]],9.98[[usecond]],0[[byte/block]],"12,405[[cycle]]",0.22[[warp]],"797,184[[inst]]",0.88[[inst/cycle]],0.60[[inst/cycle]],CachePreferNone[[]],96[[]],22.02[[%]],"802,527[[inst]]",0.88[[inst/cycle]],0.22[[]],31.92[[%]],0[[%]],7.11[[%]],0[[]],0[[%]],79.70[[%]],9.70[[%]],21.77[[%]],9.23[[%]],51.36[[Gbyte/second]],21.77[[%]],78.00[[%]],22.00[[%]],86[[register/thread]],"8,434.61[[cycle]]",23.10[[%]],1.24[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"12,288[[thread]]",4.58[[cycle]],4.55[[cycle]],0.22[[]]
76.32.1.416.232,76,32,1,416,232,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(8, 5, 1)",0,8.0,15.51[[warp]],24.23[[%]],3.89[[warp]],29.44[[]],0[[]],192.59[[inst]],213.59[[inst]],24.75[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],"12,352[[inst]]",0.15[[%]],4.36[[%]],1.47[[cycle/nsecond]],3.59[[%]],1.02[[Kbyte/block]],4.19[[usecond]],0[[byte/block]],"4,914[[cycle]]",0.37[[warp]],"83,200[[inst]]",0.81[[inst/cycle]],0.16[[inst/cycle]],CachePreferNone[[]],40[[]],22.35[[%]],"92,272[[inst]]",0.89[[inst/cycle]],0.22[[]],8.72[[%]],37.09[[%]],7.31[[%]],0[[]],0[[%]],57.00[[%]],3.59[[%]],4.00[[%]],1.64[[%]],67.57[[Gbyte/second]],4.00[[%]],77.58[[%]],22.42[[%]],32[[register/thread]],955.64[[cycle]],22.35[[%]],1.17[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],"20,480[[thread]]",19.22[[cycle]],17.33[[cycle]],0.09[[]]
76.32.1.416.240,76,32,1,416,240,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(8, 3, 4)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,845.33[[inst]]","1,857.72[[inst]]",31.45[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"22,656[[inst]]",0.03[[%]],16.03[[%]],1.52[[cycle/nsecond]],2.68[[%]],1.02[[Kbyte/block]],10.11[[usecond]],0[[byte/block]],"12,212[[cycle]]",0.22[[warp]],"797,184[[inst]]",0.87[[inst/cycle]],0.61[[inst/cycle]],CachePreferNone[[]],96[[]],21.84[[%]],"802,534[[inst]]",0.87[[inst/cycle]],0.22[[]],31.67[[%]],0[[%]],7.26[[%]],0[[]],0[[%]],79.63[[%]],9.88[[%]],22.15[[%]],9.39[[%]],52.03[[Gbyte/second]],22.15[[%]],78.14[[%]],21.86[[%]],86[[register/thread]],"8,504.46[[cycle]]",22.91[[%]],1.20[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"12,288[[thread]]",4.61[[cycle]],4.58[[cycle]],0.22[[]]
76.32.1.416.240,76,32,1,416,240,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(8, 5, 1)",0,8.0,15.45[[warp]],24.14[[%]],3.89[[warp]],30.29[[]],0[[]],192.59[[inst]],213.39[[inst]],25.49[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],"12,352[[inst]]",0.15[[%]],4.27[[%]],1.44[[cycle/nsecond]],3.63[[%]],1.02[[Kbyte/block]],4.38[[usecond]],0[[byte/block]],"5,009[[cycle]]",0.35[[warp]],"83,200[[inst]]",0.80[[inst/cycle]],0.15[[inst/cycle]],CachePreferNone[[]],40[[]],22.25[[%]],"92,184[[inst]]",0.89[[inst/cycle]],0.22[[]],8.61[[%]],37.09[[%]],6.70[[%]],0[[]],0[[%]],51.64[[%]],3.63[[%]],3.57[[%]],1.61[[%]],66.77[[Gbyte/second]],3.63[[%]],78.42[[%]],21.58[[%]],32[[register/thread]],958.94[[cycle]],22.25[[%]],1.14[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],"20,480[[thread]]",20.00[[cycle]],18.05[[cycle]],0.09[[]]
76.32.1.416.248,76,32,1,416,248,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(8, 3, 4)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,845.33[[inst]]","1,857.70[[inst]]",31.45[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"22,656[[inst]]",0.03[[%]],15.70[[%]],1.55[[cycle/nsecond]],2.70[[%]],1.02[[Kbyte/block]],10.08[[usecond]],0[[byte/block]],"12,460[[cycle]]",0.22[[warp]],"797,184[[inst]]",0.87[[inst/cycle]],0.59[[inst/cycle]],CachePreferNone[[]],96[[]],21.87[[%]],"802,526[[inst]]",0.87[[inst/cycle]],0.22[[]],31.72[[%]],0[[%]],7.34[[%]],0[[]],0[[%]],79.48[[%]],9.69[[%]],21.71[[%]],9.19[[%]],53.51[[Gbyte/second]],21.71[[%]],78.14[[%]],21.86[[%]],86[[register/thread]],"8,494.54[[cycle]]",22.94[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"12,288[[thread]]",4.60[[cycle]],4.57[[cycle]],0.22[[]]
76.32.1.416.248,76,32,1,416,248,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(8, 5, 1)",0,8.0,15.46[[warp]],24.16[[%]],3.90[[warp]],31.15[[]],0[[]],192.59[[inst]],213.55[[inst]],26.24[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],"12,352[[inst]]",0.15[[%]],4.42[[%]],1.47[[cycle/nsecond]],3.91[[%]],1.02[[Kbyte/block]],4.13[[usecond]],0[[byte/block]],"4,844[[cycle]]",0.36[[warp]],"83,200[[inst]]",0.81[[inst/cycle]],0.16[[inst/cycle]],CachePreferNone[[]],40[[]],22.42[[%]],"92,255[[inst]]",0.90[[inst/cycle]],0.22[[]],8.72[[%]],37.09[[%]],7.53[[%]],0[[]],0[[%]],55.28[[%]],3.91[[%]],4.01[[%]],1.66[[%]],73.49[[Gbyte/second]],4.01[[%]],77.79[[%]],22.21[[%]],32[[register/thread]],952.61[[cycle]],22.42[[%]],1.17[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],"20,480[[thread]]",19.44[[cycle]],17.54[[cycle]],0.09[[]]
76.32.1.416.256,76,32,1,416,256,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(8, 3, 4)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,845.33[[inst]]","1,857.70[[inst]]",31.46[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"22,656[[inst]]",0.03[[%]],15.62[[%]],1.56[[cycle/nsecond]],2.76[[%]],1.02[[Kbyte/block]],10.08[[usecond]],0[[byte/block]],"12,519[[cycle]]",0.22[[warp]],"797,184[[inst]]",0.86[[inst/cycle]],0.59[[inst/cycle]],CachePreferNone[[]],96[[]],21.59[[%]],"802,526[[inst]]",0.86[[inst/cycle]],0.22[[]],31.32[[%]],0[[%]],7.10[[%]],0[[]],0[[%]],79.32[[%]],9.65[[%]],21.61[[%]],9.15[[%]],54.87[[Gbyte/second]],21.61[[%]],78.27[[%]],21.73[[%]],86[[register/thread]],"8,605.33[[cycle]]",22.64[[%]],1.24[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"12,288[[thread]]",4.63[[cycle]],4.60[[cycle]],0.22[[]]
76.32.1.416.256,76,32,1,416,256,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(8, 5, 1)",0,8.0,15.44[[warp]],24.13[[%]],3.87[[warp]],32[[]],0[[]],192.59[[inst]],213.41[[inst]],26.98[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],"12,352[[inst]]",0.15[[%]],4.26[[%]],1.48[[cycle/nsecond]],3.86[[%]],1.02[[Kbyte/block]],4.26[[usecond]],0[[byte/block]],"5,016[[cycle]]",0.37[[warp]],"83,200[[inst]]",0.81[[inst/cycle]],0.15[[inst/cycle]],CachePreferNone[[]],40[[]],22.41[[%]],"92,192[[inst]]",0.90[[inst/cycle]],0.23[[]],8.71[[%]],37.09[[%]],6.38[[%]],0[[]],0[[%]],49.87[[%]],3.86[[%]],2.81[[%]],1.60[[%]],73.38[[Gbyte/second]],3.86[[%]],77.32[[%]],22.68[[%]],32[[register/thread]],952.44[[cycle]],22.41[[%]],1.18[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],"20,480[[thread]]",18.91[[cycle]],17.07[[cycle]],0.09[[]]
76.32.1.416.272,76,32,1,416,272,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(9, 3, 4)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"2,076[[inst]]","2,089.84[[inst]]",31.45[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"25,488[[inst]]",0.03[[%]],17.58[[%]],1.58[[cycle/nsecond]],2.89[[%]],1.02[[Kbyte/block]],9.95[[usecond]],0[[byte/block]],"12,500[[cycle]]",0.22[[warp]],"896,832[[inst]]",0.87[[inst/cycle]],0.67[[inst/cycle]],CachePreferNone[[]],108[[]],21.85[[%]],"902,812[[inst]]",0.87[[inst/cycle]],0.22[[]],31.69[[%]],0[[%]],7.91[[%]],0[[]],0[[%]],79.97[[%]],10.84[[%]],24.30[[%]],10.30[[%]],58.21[[Gbyte/second]],24.30[[%]],78.15[[%]],21.85[[%]],86[[register/thread]],"9,563.69[[cycle]]",22.92[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"13,824[[thread]]",4.61[[cycle]],4.58[[cycle]],0.25[[]]
76.32.1.416.272,76,32,1,416,272,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(9, 5, 1)",0,8.0,15.39[[warp]],24.05[[%]],3.89[[warp]],30.48[[]],0[[]],216.67[[inst]],240.21[[inst]],25.66[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],"13,896[[inst]]",0.15[[%]],4.81[[%]],1.49[[cycle/nsecond]],4.12[[%]],1.02[[Kbyte/block]],4.22[[usecond]],0[[byte/block]],"5,021[[cycle]]",0.35[[warp]],"93,600[[inst]]",0.81[[inst/cycle]],0.17[[inst/cycle]],CachePreferNone[[]],45[[]],22.40[[%]],"103,770[[inst]]",0.90[[inst/cycle]],0.21[[]],8.65[[%]],37.09[[%]],7.48[[%]],0[[]],0[[%]],50.13[[%]],4.12[[%]],3.89[[%]],1.81[[%]],78.58[[Gbyte/second]],4.12[[%]],78.51[[%]],21.49[[%]],32[[register/thread]],"1,072.48[[cycle]]",22.40[[%]],1.18[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],"23,040[[thread]]",20.08[[cycle]],18.11[[cycle]],0.10[[]]
76.32.1.416.288,76,32,1,416,288,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(9, 3, 4)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"2,076[[inst]]","2,089.84[[inst]]",31.46[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"25,488[[inst]]",0.03[[%]],17.44[[%]],1.57[[cycle/nsecond]],3.00[[%]],1.02[[Kbyte/block]],10.05[[usecond]],0[[byte/block]],"12,608[[cycle]]",0.22[[warp]],"896,832[[inst]]",0.86[[inst/cycle]],0.66[[inst/cycle]],CachePreferNone[[]],108[[]],21.72[[%]],"902,813[[inst]]",0.87[[inst/cycle]],0.22[[]],31.52[[%]],0[[%]],7.89[[%]],0[[]],0[[%]],79.61[[%]],10.77[[%]],24.13[[%]],10.22[[%]],60.31[[Gbyte/second]],24.13[[%]],78.21[[%]],21.79[[%]],86[[register/thread]],"9,620.26[[cycle]]",22.79[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"13,824[[thread]]",4.62[[cycle]],4.59[[cycle]],0.25[[]]
76.32.1.416.288,76,32,1,416,288,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(9, 5, 1)",0,8.0,15.47[[warp]],24.17[[%]],3.89[[warp]],32[[]],0[[]],216.67[[inst]],239.99[[inst]],26.98[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],"13,896[[inst]]",0.15[[%]],4.61[[%]],1.56[[cycle/nsecond]],4.19[[%]],1.02[[Kbyte/block]],4.19[[usecond]],0[[byte/block]],"5,223[[cycle]]",0.36[[warp]],"93,600[[inst]]",0.74[[inst/cycle]],0.17[[inst/cycle]],CachePreferNone[[]],45[[]],20.40[[%]],"103,676[[inst]]",0.82[[inst/cycle]],0.22[[]],7.95[[%]],37.09[[%]],6.83[[%]],0[[]],0[[%]],48.82[[%]],4.19[[%]],2.90[[%]],1.73[[%]],83.82[[Gbyte/second]],4.19[[%]],77.65[[%]],22.35[[%]],32[[register/thread]],"1,176.55[[cycle]]",20.40[[%]],1.24[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],"23,040[[thread]]",19.26[[cycle]],17.39[[cycle]],0.10[[]]
76.32.1.416.304,76,32,1,416,304,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(10, 3, 6)",0,8.0,6.78[[warp]],10.60[[%]],1.70[[warp]],32[[]],0[[]],"2,868.33[[inst]]","2,891.51[[inst]]",31.36[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"41,760[[inst]]",0.03[[%]],21.82[[%]],1.55[[cycle/nsecond]],2.95[[%]],1.02[[Kbyte/block]],10.82[[usecond]],0[[byte/block]],"13,293[[cycle]]",0.39[[warp]],"1,239,120[[inst]]",1.19[[inst/cycle]],0.87[[inst/cycle]],CachePreferNone[[]],180[[]],29.87[[%]],"1,249,132[[inst]]",1.19[[inst/cycle]],0.30[[]],43.17[[%]],11.47[[%]],9.26[[%]],0[[]],0[[%]],79.84[[%]],13.64[[%]],31.55[[%]],13.33[[%]],58.49[[Gbyte/second]],31.55[[%]],70.14[[%]],29.86[[%]],86[[register/thread]],"9,681.88[[cycle]]",29.87[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"23,040[[thread]]",5.73[[cycle]],5.69[[cycle]],0.42[[]]
76.32.1.416.304,76,32,1,416,304,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(10, 5, 1)",0,8.0,15.14[[warp]],23.65[[%]],3.81[[warp]],30.61[[]],0[[]],268.89[[inst]],294.67[[inst]],24.68[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],"16,200[[inst]]",0.14[[%]],4.59[[%]],1.53[[cycle/nsecond]],5.38[[%]],1.02[[Kbyte/block]],5.28[[usecond]],0[[byte/block]],"6,435[[cycle]]",0.25[[warp]],"116,160[[inst]]",0.60[[inst/cycle]],0.17[[inst/cycle]],CachePreferNone[[]],50[[]],16.57[[%]],"127,299[[inst]]",0.66[[inst/cycle]],0.16[[]],7.18[[%]],29.71[[%]],8.43[[%]],0[[]],0[[%]],44.18[[%]],5.38[[%]],4.29[[%]],1.89[[%]],105.26[[Gbyte/second]],5.38[[%]],84.07[[%]],15.93[[%]],32[[register/thread]],"1,778.77[[cycle]]",16.57[[%]],1.22[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],"25,600[[thread]]",26.20[[cycle]],23.91[[cycle]],0.12[[]]
76.32.1.416.320,76,32,1,416,320,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(10, 3, 6)",0,8.0,6.80[[warp]],10.63[[%]],1.70[[warp]],32[[]],0[[]],"2,868.33[[inst]]","2,891.51[[inst]]",31.37[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"41,760[[inst]]",0.03[[%]],21.78[[%]],1.55[[cycle/nsecond]],3.08[[%]],1.02[[Kbyte/block]],10.75[[usecond]],0[[byte/block]],"13,315[[cycle]]",0.38[[warp]],"1,239,120[[inst]]",1.18[[inst/cycle]],0.86[[inst/cycle]],CachePreferNone[[]],180[[]],29.71[[%]],"1,249,132[[inst]]",1.19[[inst/cycle]],0.30[[]],42.99[[%]],11.44[[%]],9.18[[%]],0[[]],0[[%]],80.93[[%]],13.63[[%]],31.52[[%]],13.31[[%]],61.31[[Gbyte/second]],31.52[[%]],70.34[[%]],29.66[[%]],86[[register/thread]],"9,732.48[[cycle]]",29.71[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"23,040[[thread]]",5.78[[cycle]],5.73[[cycle]],0.42[[]]
